GRAD_DEBT_MDN,WDRAW_DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,DEP_DEBT_MDN,IND_DEBT_MDN,FEMALE_DEBT_MDN,MALE_DEBT_MDN,FIRSTGEN_DEBT_MDN,NOTFIRSTGEN_DEBT_MDN,CUML_DEBT_P90,CUML_DEBT_P75,CUML_DEBT_P25,CUML_DEBT_P10,LOAN_EVER
9833,5125,8177,PrivacySuppressed,PrivacySuppressed,8177,8407.5,PrivacySuppressed,PrivacySuppressed,8177,8527,PrivacySuppressed,11450,5500,PrivacySuppressed,PrivacySuppressed
20104,9500,11318,10260,6500,5896,14250,12500,9500,11318,10375,39063,25125,4750,2750,0.722096956
2250,2625,2625,PrivacySuppressed,PrivacySuppressed,2250,2645.5,PrivacySuppressed,PrivacySuppressed,2250,2626,4500,4500,1750,1281,PrivacySuppressed
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
9833,4750,9500,9833,8285,9833,10524,PrivacySuppressed,PrivacySuppressed,9594.5,9833,16500,13833,5500,2934,0.897959184
8750,5500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,6500,9500,PrivacySuppressed,10639.5,4875,PrivacySuppressed,0.834951456
21000,9500,9500,PrivacySuppressed,PrivacySuppressed,5500,9500,9500,9500,9500,9500,18953,13897,5250,4750,0.950511945
19000,5500,10000,10000,8125,9500,10730,9848,8680,11000,8250,24894,18728,4750,2750,0.847025496
9500,7000,8250,7000,5500,4451,10590,8432,5697,7531.5,7090,27559,16250,3500,2000,0.44391635
17000,7250,9500,10000,9500,9220.5,12500,10000,9500,9929.5,9500,30750,19500,5500,2750,0.712074303
5500,3500,3500,5500,5500,3500,4600,3500,5000,4000,4000,11500,6900,2150,1250,0.410575428
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
15500,4750,6625,7520,6000,5500,9500,7526.5,5640.5,6736,7000,29757,16900,3356,1750,0.54099419
35093,9931,14245,15500,18096,14000,15830,14250,15250,14250,15250,50000,31500,6000,3500,0.912734325
25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
9500,PrivacySuppressed,9300,PrivacySuppressed,PrivacySuppressed,9267,9500,9050,9500,9400,9500,PrivacySuppressed,9500,8300,PrivacySuppressed,0.757352941
9860,4188,6835.5,7000,6273,8411.5,6330,PrivacySuppressed,PrivacySuppressed,6333,6740,16421,12872,4140,3213,0.941391941
PrivacySuppressed,PrivacySuppressed,6300,PrivacySuppressed,PrivacySuppressed,4250,8801,5500,8000,7300,6500,18112,10500,4000,2500,0.033975085
10500,5500,6417,5500,5500,5211,8000,7000,5500,6000,5500,19000,11496,3500,2000,0.065439673
12000,5500,12000,9500,8500,9500,9747.5,9500,9500,9500,9500,20000,16000,5500,4750,0.903073286
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
4749,2794,3500,PrivacySuppressed,PrivacySuppressed,3500,3800.5,4509,3500,3800.5,3500,6500,5615,3500,1750,0.877358491
9500,4750,9500,9500,9500,9500,9500,9500,9500,9500,9500,17200,10267,6538,3647,0.915350275
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
11410,6500,7000,7293.5,5429.5,4500,9250,7225,6500,7000,6706,25540,14500,3500,2123,0.112638248
16476,7750,8439.5,7500,5500,5213,9500,9010,6960,8517.5,7761,29500,16500,3500,2433,0.16108631
33721,14000,31210,29250,27750,27973,43687.5,29811,30375,30500,29780.5,51250,42500,16735,5500,0.89148581
8963,4750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,6500,6750,6500,7014,6500,8910,9500,9460,4750,3500,0.567430025
9500,4750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,7000,7000,5640,7000,7000,7000,9500,9500,3934,1750,0.778425656
22500,15750,18330,18528,18500,19500,17279,18500,18750,18501,18500,33000,25000,9500,4750,0.920787208
11398,7684,8237,6500,5500,3513,9069,8037,6750,7298,8000,24372,14821,3650,2122,0.033357331
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
15378,5011,13620,PrivacySuppressed,PrivacySuppressed,13711,11767,PrivacySuppressed,PrivacySuppressed,14418,10976.5,19417,17681,6333,4750,0.888
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.64957265
24375,11000,20000,21000,19500,20000,15000,20462.5,19500,20000,19500,32000,27000,9500,5500,0.926102503
31000,12099,26219,26501,26000,26094,26562.5,26000,26688,26625,26094,47500,35500,10811,4750,0.933035714
9394,3499.5,9392,9439,5500,5500,9393,PrivacySuppressed,PrivacySuppressed,9392,9393,9500,9448,5500,3500,0.81292517
20000,6334,7059.5,11332,16500,9500,8925,9500,7366,8045,9500,32605,19698,3167,1735,0.899179933
12898,7366,8500,6500,5500,5500,10000,9000,6700,7512,8000,25751,15996,4138,2612,0.159605741
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
18750,17208,18750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,18750,18750,18750,18750,25000,18750,12500,6250,PrivacySuppressed
12000,6614,9000,5500,5500,5000,9500,8215,7000,8876,7254,24162,15333,4450,2500,0.076899788
27000,12500,19250,21500,19500,17500,25000,20850,18503,21500,19297,40000,30228.5,9500,5245,0.914562063
27000,12177,27000,25000,19500,20750,31250,21000,25875,22774.5,22500,45000,32500,10500,5500,0.901010101
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
11812.5,7371.5,PrivacySuppressed,PrivacySuppressed,11750,PrivacySuppressed,PrivacySuppressed,7000,12387.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,20550,5500,PrivacySuppressed,0.611464968
23000,12000,20250,19000,18548.5,18250,21125,19500,18750,20937.5,18000,32437.5,27000,9994,5500,0.90356212
19166,11000,16166.5,16000,16833,16014,19005,16500,16500,17166,16332,30000,25000,7500,5002,0.816639073
3000,3645,3000,4000,3000,9500,3000,3000,4000,3675,3000,14798,6000,2000,1000,0.978888889
14875,7833,10000,10335,13000,8835,13246,11000,11000,10915,11000,31268,20833,4978,2334,0.478131213
15761,10475,12500,11475.5,15500,11500,15294.5,13000,12500,12500,13078,31229,23427,5500,3500,0.482246953
17500,11000,14534,13062,15425,12833,18427,14666,14630.5,14000,15000,35373,25000,7000,3634,0.497988625
18500,11000,13333,14900,18340,15000,16500,14979.5,15679,14916,15500,33158,26161,7358,4166,0.580194562
16500,10496,13250,15000,15000,14500,14539,14500,14421,14781,14187,29039,22500,7250,3750,0.729923274
15594,11000,13750,12500,13000,10739,16500,13250,13276,12507,13750,34500,24250,5768,3172,0.462855396
15993.5,10809,12000,13383,15000,12000,16250,12677,13496.5,12500,13500,31000,23345,5500,3500,0.399086236
14944,9401,11000,12500,15000,12000,13250,12500,12500,12207,13000,30250,22227.5,5728,3750,0.490544954
15880,11000,12500,12500,12500,10628.5,13520,12500,12060.5,12062.5,12500,30000,22000,5500,3666,0.604634453
15446,9750,12500,13601,15000,13424.5,14500,13250,14300,13000,14210.5,31000,23895,6000,3500,0.581834832
13645,9166,11285,11000,12500,9625,14500,11236,11458,11000,12500,30500,20832,5500,3333,0.392449938
15000,7500,11000,11100,14000,10740,13250,11500,11750,11000,12500,30500,21446,5500,3500,0.488049244
16500,9500,13070.5,13000,14466,12000,16500,13384,13500,13218,13500,32000,23602,6046,3750,0.536080711
14200,12766,12605,14108,14500,13566,13698,13394.5,13848,13030,13901.5,25787,19700,7233,4000,0.641904762
14833,7500,12185,13500,13000,13000,11989,13000,12833,12978,13000,25763,20535.5,6667.5,3666,0.731272163
17000,13000,14240.5,15125,15500,15000,14330,14811,15287,14500,15037,28266,23500,7500,4083,0.711194199
16126,11981,14332.5,15900,15000,15099,13854,15000,15571,15000,15000,29300,23431,7811,4334,0.705410582
19500,9637.5,16451,16997.5,18138,17000,17000,16701,17132.5,16495.5,17375,30890,25021,8366,4500,0.734423275
19000,12500,18233,18500,15000,17437.5,16756,16977.5,17822.5,18500,16511,30133,24700,10086,5291.5,0.752802918
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
16800,9500,14500,14967.5,14000,14466,15000,14500,14300,15000,14000,28400,23000,7200,3666,0.771464252
19884,9250,16916,17533,15000,16466,16778,16816.5,15807.5,16950,15976,29226,25251,8750,4500,0.838086957
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
9704,PrivacySuppressed,8171,PrivacySuppressed,PrivacySuppressed,8791.5,9046,PrivacySuppressed,PrivacySuppressed,9039,9758,15281,10813,6739,5500,PrivacySuppressed
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
12931,4569,9500,10358,9500,9500,9500,9500,9690,9500,9500,23071,15042,4750,2750,0.857855362
6777.5,3975,5893,7350,9837,6855,5978,6500,3300,6150,6500,10905,8300,4750,2300,0.897163121
29200,12450,31775,27250,21500,27000,31250,27000,26562,31125,26000,43650,35000,15400,7250,0.967930029
26000,19364.5,27000,19000,16946,18531,30427,21502,20774,25188,19625,41951,31000,10489.5,5500,0.923469388
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
11595.5,5716,7000,PrivacySuppressed,PrivacySuppressed,4000,9220.5,6750,5716,6750,5500,19658,13000,3392,1750,0.068673565
10490,5500,6000,6500,5500,4678,9500,6500,5500,5915,5500,21878,13886,3500,2250,0.118521495
6333,3606,6197,6333,6333,7000,6333,PrivacySuppressed,PrivacySuppressed,5864,6333,11541,9165,4571,2750,0.917030568
18320,4750,14820,14799,16252,10960,18320,14774.5,18320,13910,16966,31500,19320,5500,3210,0.926335175
5402,3170.5,5273,5304,5500,4709,5400,4855.5,5400,5222,5400,8799,6650,3596,2531,0.763739086
5402,3170.5,5273,5304,5500,4709,5400,4855.5,5400,5222,5400,8799,6650,3596,2531,0.763739086
5402,3170.5,5273,5304,5500,4709,5400,4855.5,5400,5222,5400,8799,6650,3596,2531,0.763739086
5402,3170.5,5273,5304,5500,4709,5400,4855.5,5400,5222,5400,8799,6650,3596,2531,0.763739086
5402,3170.5,5273,5304,5500,4709,5400,4855.5,5400,5222,5400,8799,6650,3596,2531,0.763739086
5402,3170.5,5273,5304,5500,4709,5400,4855.5,5400,5222,5400,8799,6650,3596,2531,0.763739086
7000,3500,3500,3500,3500,3500,4464.5,3500,3500,3500,3500,13500,8000,2400,1750,0.066879936
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
10000,6500,8000,6000,5777,5498,9500,8000,5500,7389,7097,21000,14000,3500,2000,0.034308511
PrivacySuppressed,PrivacySuppressed,3500,PrivacySuppressed,PrivacySuppressed,3500,4500,3500,3500,3500,3500,PrivacySuppressed,6000,2625,PrivacySuppressed,PrivacySuppressed
21000,12750,15625,20000,19000,19500,3500,19000,18750,20750,18643,29625,26223,8500,3500,0.92920354
25000,12500,24750,25250,13375,12250,25000,20000,24750,25000,18875,34584,30000,12500,7500,PrivacySuppressed
22589,10500,17750,17750,17116,15000,20312,18544,15875,18750,16812.5,29250,25000,8334,4750,0.927521008
20000,13000,16024,16000,13000,12000,19000,15875.5,14461,18719,14000,34000,25000,8751,4750,0.849823322
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
6954,5500,5500,4750,5500,5231,7513.5,5500,5500,5500,5500,15500,9295,3500,2250,0.058554263
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
9500,5750,6828.5,5500,4239,3500,8025,6000,6237,6938,5500,20000,13033,3500,1750,0.082681018
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
13500,6722,PrivacySuppressed,PrivacySuppressed,12950,PrivacySuppressed,PrivacySuppressed,11750,12950,PrivacySuppressed,PrivacySuppressed,27000,19500,5500,3000,0.64673913
9322,4750,8971,8078,6000,8313,9235,8919,8021,8919,8919,9500,9500,5500,4000,0.870385562
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5500,6000,6390.5,5343,6000,3625,6500,5500,6500,5891,6500,18000,10500,3250,2000,0.134332282
34247,9500,14250,13551,11000,11500,15103,10650,14250,11500,14250,44219,27500,5500,2750,0.912568306
28355,9500,19000,19416.5,19334,16834,19000,20581,19000,17684,19083.5,38050,28878,7618,3500,0.7375
11670.5,PrivacySuppressed,9500,PrivacySuppressed,PrivacySuppressed,9197.5,11670.5,PrivacySuppressed,PrivacySuppressed,9500,10555.5,PrivacySuppressed,14269,7014,PrivacySuppressed,PrivacySuppressed
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
30829,12500,24916.5,21083.5,22000,19750,35805.5,24501,22334,21496,24500.5,46833.5,34861.5,9500,4415.5,0.95412844
4514,3601,3793,PrivacySuppressed,PrivacySuppressed,3288,4500,3793,3936.5,3500,4078.5,15000,7873,2460,1443,PrivacySuppressed
PrivacySuppressed,PrivacySuppressed,5000,PrivacySuppressed,PrivacySuppressed,3500,6950,5650,4500,4519.5,5500,18159,8965,3500,1750,0.043095005
9500,5500,5856,5361,5000,3500,8232,5500,5650,6000,5499,22138,11250,3500,2000,0.141768293
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
10146.5,5869,8123.5,5500,5500,5500,9500,8000,6000,7500,6333,18951,12000,4282,2358,0.212270488
PrivacySuppressed,3500,3500,3500,3500,3000,4000,3500,3500,3500,3500,9750,5500,2827,1750,0.032345014
9500,5250,8000,4500,3500,3500,9500,7583.5,5250,6750,5250,19000,13500,3500,1750,0.059947697
PrivacySuppressed,5500,6068.5,5500,5500,4500,7639,6000,5500,5500,6034,19000,10353,3500,1834,0.205963461
9940,3567,6684,8685,7000,9215,6333,7000,6881,7711,6672.5,14556,11283,4084,2788,0.886316872
7010,3500,6530,PrivacySuppressed,PrivacySuppressed,6398,6515,6429,6515,6725,6365,10712,9500,4158,2320,0.894736842
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5500,4756.5,5250,PrivacySuppressed,PrivacySuppressed,4450,5562.5,4500,5500,5000,4756.5,15400,9500,3500,2300,PrivacySuppressed
39020.5,12306,29812,26394,20500,25257,21642,PrivacySuppressed,PrivacySuppressed,25160,25000,52946.5,44137,10500,5194,0.833333333
PrivacySuppressed,PrivacySuppressed,4000,4500,3500,3500,4500,3967,3750,4000,3700,10000,6500,2500,1750,0.072215109
27000,12250,25000,25584,25000,25173.5,25000,25235,24864.5,25100.5,25000,37250,29000,13750,5500,0.913333333
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
8000,5762,6000,PrivacySuppressed,PrivacySuppressed,4500,7000,6000,5578.5,5980,5762,21000,11500,3500,2428,0.030450518
9835.5,3380.5,6440,7833,7558,8555,6333,6430,8836,7334.5,6333,14160,10415,3666,2750,0.894318182
4514,3601,3793,PrivacySuppressed,PrivacySuppressed,3288,4500,3793,3936.5,3500,4078.5,15000,7873,2460,1443,PrivacySuppressed
6333,3167,6333,3666,3999.5,3666,6333,6330.5,6333,6333,6333,6333,6333,3167,2333,0.902826855
10215.5,3954.5,8834,9565,9078,9884,6718.5,8801,10953.5,9693,7050,15358,11959,6168,3228,0.924791086
10014.5,3356,7551,PrivacySuppressed,PrivacySuppressed,9560.5,6606,PrivacySuppressed,PrivacySuppressed,8167,7740,13190,10429,3534,2788,0.859956236
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
16500,6355.5,13000,15754.5,9833,9972.5,14708,13000,9500,13000,13000,24166,20000,7908.5,3243,0.921450151
9500,5250,6000,PrivacySuppressed,PrivacySuppressed,4125,8000,5750,6137.5,5750,6512.5,19500,11000,3500,2250,0.021978022
12000,6500,13700,12000,12000,12000,12500,12000,12000,12000,12000,23500,16334,7834,5327,0.96713615
12000,6500,13700,12000,12000,12000,12500,12000,12000,12000,12000,23500,16334,7834,5327,0.96713615
12000,6500,13700,12000,12000,12000,12500,12000,12000,12000,12000,23500,16334,7834,5327,0.96713615
9492.5,5957,7207,7251,5500,5500,8000,7000,6928,6659,7082,17377,11434.5,3500,2250,0.50274223
8398,4750,6341,8902,6333,8663.5,6333,6333,9557,6592,6333,16858,11557,5306,3666,0.936739659
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.382352941
